Country Name,Country Code,Series Name,Series Code,2014 [YR2014]
Ethiopia,ETH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.126763766680603
Faroe Islands,FRO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,12.462906588824
Fiji,FJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.90025656325271
Finland,FIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.64796415351646
France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.57345972943356
French Polynesia,PYF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.7127472810585
Gabon,GAB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.8264592844251
Gambia,GMB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.253640981758284
Georgia,GEO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.41448868020608
Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.89530225666039
Ghana,GHA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.560735245847927
Gibraltar,GIB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,15.6574647887324
Greece,GRC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.19952667971734
Greenland,GRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.98918198774314
Grenada,GRD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.15503847495914
Guam,GUM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Guatemala,GTM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.911580226097514
Guinea,GIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.213752570738869
Guinea-Bissau,GNB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.160335468516147
Guyana,GUY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.63239277948073
Haiti,HTI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.266273568092848
Honduras,HND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.06174267264833
"Hong Kong SAR, China",HKG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.32816819973719
Hungary,HUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.19012740932216
Iceland,ISL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.05965740746397
India,IND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.72331178346982
Indonesia,IDN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.45003229425064
Iran,IRN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.42168671619315
Iraq,IRQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.84216893136922
Ireland,IRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.30055584897397
Isle of Man,IMN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Israel,ISR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.65384763319011
Italy,ITA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.27086678640296
Jamaica,JAM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.53680625890393
Japan,JPN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.48076637386467
Jordan,JOR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.97880448863005
Kazakhstan,KAZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,14.3678361387495
Kenya,KEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.309143145047532
Kiribati,KIR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.53635125375945
North Korea,PRK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.25107723150904
South Korea,KOR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,11.5703454093401
Kosovo,XKX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.00528252051693
Kuwait,KWT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,23.9426837221186
Kyrgyzstan,KGZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.76327684003085
Laos,LAO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.685930928787142
Latvia,LVA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.47428304598998
Lebanon,LBN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.84359823135183
Lesotho,LSO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.1897704700463
Liberia,LBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.2809442815182
Libya,LBY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.35073797904665
Liechtenstein,LIE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.28068667221879
Lithuania,LTU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.37809012309851
Luxembourg,LUX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,17.3687129147126
"Macao SAR, China",MAC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.67161746367382
Madagascar,MDG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.139903171219091
Malawi,MWI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0646076562014643
Malaysia,MYS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.12517635526744
Maldives,MDV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.02622438306725
Mali,MLI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.176050092652629
Malta,MLT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.40061395717027
Marshall Islands,MHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.50114552545515
Mauritania,MRT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.746292957127332
Mauritius,MUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.33856966343996
Mexico,MEX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.00065298422515
"Micronesia, Fed. Sts.",FSM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.26276455149563
Moldova,MDA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.72507324244387
Monaco,MCO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Mongolia,MNG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.0788906393915
Montenegro,MNE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.39094739550667
Morocco,MAR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.75133078755898
Mozambique,MOZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.320857022761367
Myanmar,MMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.31268618328711
Namibia,NAM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.64524089151634
Nauru,NRU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.02185100818358
Nepal,NPL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.298463302719902
Netherlands,NLD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.0138514609658
New Caledonia,NCL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,18.2358179444134
New Zealand,NZL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.68494955318536
Nicaragua,NIC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.761728045155145
Niger,NER,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.106730937798481
Nigeria,NGA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.737682612697463
Macedonia,MKD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.62856998471923
Northern Mariana Islands,MNP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Norway,NOR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.3287636221218
Oman,OMN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,15.2015427362524
Pakistan,PAK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.933991502857107
Palau,PLW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,12.690740950868
Panama,PAN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.8470766908081
Papua New Guinea,PNG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.739239065724006
Paraguay,PRY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.864029477268519
Peru,PER,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.70588413385164
Philippines,PHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.03983256397786
Poland,POL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.52236097615644
Portugal,PRT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.293477531429
Puerto Rico,PRI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Qatar,QAT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,43.5232933663739
Romania,ROU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.49036733626571
Russia,RUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,12.0775176880191
Rwanda,RWA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0764259198358661
Samoa,WSM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.08738899495893
San Marino,SMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Sao Tome and Principe,STP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.580793656470492
Saudi Arabia,SAU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,19.4406664826471
Senegal,SEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.661495375115055
Serbia,SRB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.23829519522686
Seychelles,SYC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.33840125220285
Sierra Leone,SLE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.186560087693797
Singapore,SGP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.3559428227092
Sint Maarten (Dutch part),SXM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,19.4613241342709
Slovakia,SVK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.66158132774424
Slovenia,SVN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.05363194599366
Solomon Islands,SLB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.331047439952715
Somalia,SOM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0469862874095547
South Africa,ZAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.88232172736581
S. Sudan,SSD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.145569875099516
Spain,ESP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.03382448723757
Sri Lanka,LKA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.862657426123785
St. Kitts and Nevis,KNA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.54980699543091
St. Lucia,LCA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.2829283887468
St. Martin (French part),MAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
St. Vincent and the Grenadines,VCT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.02110948824648
Sudan,SDN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.299732598319775
Suriname,SUR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.05619598104389
Sweden,SWE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.48461145758454
Switzerland,CHE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.3572401259353
Syria,SYR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.64053906266363
Tajikistan,TJK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.559858657021171
Tanzania,TZA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.231426985468443
Thailand,THA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.10551950627956
Timor-Leste,TLS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.437168055684471
Togo,TGO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.362693063614344
Tonga,TON,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.12520291404363
Trinidad and Tobago,TTO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,33.9610310773653
Tunisia,TUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.60593240600076
Turkey,TUR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.47882388816322
Turkmenistan,TKM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,12.517766954343
Turks and Caicos Islands,TCA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.59863157001894
Tuvalu,TUV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.00264309150565
Uganda,UGA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.129345872800467
Ukraine,UKR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.04656257148434
United Arab Emirates,ARE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,24.5430426489621
United Kingdom,GBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.49734093050374
United States of America,USA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,16.4165759129484
Uruguay,URY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.98424083514046
Uzbekistan,UZB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.42072274584901
Vanuatu,VUT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.583633965924938
Venezuela,VEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.16119159262195
Vietnam,VNM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.82453197334623
Virgin Islands (U.S.),VIR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
West Bank and Gaza,PSE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.680083231937141
Yemen,YEM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.955250966319999
Zambia,ZMB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.292412222455776
Zimbabwe,ZWE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.891738607832185
Arab World,ARB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.98132952730124
Caribbean small states,CSS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.88143488160913
Central Europe and the Baltics,CEB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.12836784051709
Early-demographic dividend,EAR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.2737063384541
East Asia & Pacific,EAS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.23205119819272
East Asia & Pacific (excluding high income),EAP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.71026297719363
East Asia & Pacific (IDA & IBRD countries),TEA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.76624498916669
Euro area,EMU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.47625478568181
Europe & Central Asia,ECS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.95979646617936
Europe & Central Asia (excluding high income),ECA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.71146751202424
Europe & Central Asia (IDA & IBRD countries),TEC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.47358255346957
European Union,EUU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.36138102468208
Fragile and conflict affected situations,FCS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.03815674008023
Heavily indebted poor countries (HIPC),HPC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.270339835089032
High income,HIC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.7726345107069
IBRD only,IBD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.50221998477727
IDA & IBRD total,IBT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.53529744128206
IDA blend,IDB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.925538235723327
IDA only,IDX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.360021764221925
IDA total,IDA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.550867127379616
Late-demographic dividend,LTE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.75708298744251
Latin America & Caribbean,LCN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.06979559619232
Latin America & Caribbean (excluding high income),LAC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.93160306492601
Latin America & the Caribbean (IDA & IBRD countries),TLA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.05098687257719
Least developed countries: UN classification,LDC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.3316580644229
Low & middle income,LMY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.488357769913
Low income,LIC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.304233225208644
Lower middle income,LMC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.47008592792531
Middle East & North Africa,MEA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.29375014405744
Middle East & North Africa (excluding high income),MNA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.05424706212164
Middle East & North Africa (IDA & IBRD countries),TMN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.09408628447877
Middle income,MIC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.83015012105939
North America,NAC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,16.2990903390545
Not classified,INX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
OECD members,OED,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.2497912528849
Other small states,OSS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.59943455484107
Pacific island small states,PSS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.26326675084812
Post-demographic dividend,PST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.3239715963566
Pre-demographic dividend,PRE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.597401060376666
Small states,SST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.45545311604787
South Asia,SAS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.46192368741161
South Asia (IDA & IBRD),TSA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.46192368741161
Sub-Saharan Africa,SSF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.894884998659185
Sub-Saharan Africa (excluding high income),SSA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.891317977069208
Sub-Saharan Africa (IDA & IBRD countries),TSS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.894884998659185
Upper middle income,UMC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.15393180632333
World,WLD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.00494074125167964
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 12/16/2020,,,,
